Program,Discipline,SUBJ,CRSE_NUMB,CRS ID,CRS TITLE,CSLO
Visual and Performing Arts,Art,ART,C178,ART C178,Paint/Appreciate E Asian Art,"Visually identify the major artists, works of art, and movements of East Asian Brush painting and be able to compare and contrast the works both in terms of composition and context.  Analyze the style, composition, and purpose of East Asian Brush Painting"
Visual and Performing Arts,Art,ART,C179,ART C179,E Asian Brush/Teaching Tech 1,"Visually identify the major artists, works of art, and movements of East Asian Brush painting and be able to compare and contrast the works both in terms of composition and context.  Analyze the style, composition, and purpose of East Asian Brush Painting"
Visual and Performing Arts,Art,ART,C183,ART C183,Intro to Digital Art & Media,Analyze and integrate traditional design principles with digital tools to create multimedia projects while safely handling and maintaining digital imaging hardware and materials.   Develop and produce projects within a set deadline through experimentation
Visual and Performing Arts,Art,ART,C184,ART C184,Typography,"Evaluate typographic elements and apply design principles to create effective visual communication.   Design and produce typographic layouts that enhance readability, hierarchy, and audience engagement across digital and print media.   Analyze and select "
Visual and Performing Arts,Art,ART,C185,ART C185,Graphic Design/Illustration,"Apply design and illustration techniques using Adobe Illustrator tools to create vector graphics.   Develop and organize digital illustrations with effective use of layers, colors, and typography to suit various project requirements.   Export finalized di"
Visual and Performing Arts,Art,ART,C221,ART C221,Life Drawing 2,"Analyze bone structure, features, musculature, and gesture from direct observation of the human figure and compose a proportional likeness of that figure on a 2-dimensional surface.  Assess which drawing media and surface, including both black and white a"
Visual and Performing Arts,Music,MUS,C100,MUS C100,Hist & Appreciation of Music,"Apply listening skills developed in class to identify composer, era, and/or genre from a given short musical example.  Compare and contrast the stylistic traits of each of the major historical periods (Romantic, Baroque, Classical, etc.) and genres (symph"
Visual and Performing Arts,Music,MUS,C103,MUS C103,World Music,"Given recorded or performed examples, apply listening skills learned in class to determine the following: textural qualities (heterophonic, polyphonic, etc.), rhythmic structure, ethnic origin, composer or title, and instrumentation.   Analyze or compare "
Visual and Performing Arts,Music,MUS,C130,MUS C130,Beginning Guitar,"Construct major, minor, dominant 7 chords in open positions as well as in movable chord shapes.  Read and perform major, minor, and pentatonic scales in all keys.  Demonstrate fundamental techniques such as right/left hand coordination, speed, accuracy, a"
Visual and Performing Arts,Music,MUS,C131,MUS C131,Intermediate Guitar,"Perform a solo appropriate for an intermediate guitar player, paying attention to rhythm, fingering, dynamics, phrasing, and tempo.  Perform guitar techniques such as syncopation, compound rhythms and intervallic complexities, fingering, slur, scale, and "
Visual and Performing Arts,Music,MUS,C139,MUS C139,History of Rock Music,"When played an example from the Rock and Roll era (1950-present), identify the musical style of the selection, and articulate (verbally or written) the characteristics and significance of that style.  Identify aspects of the historical and social signific"
Visual and Performing Arts,Music,MUS,C143,MUS C143,History of Jazz,"Explain the historical and social significance and influences of a specific jazz genre and its representative composers and performers.  Identify the musical style, characteristics, and significance of a musical selection from the Jazz era.  Critique jazz"
Visual and Performing Arts,Photography,PHOT,C105,PHOT C105,Intro to Photography,Understand multiple functions of a (SLR/DSLR) camera.  Identify exposure abnormalities in both one's own and other photographic imagery.  Relate historical compositions to contemporary perspectives.  Utilize the fundamentals of visual communication as the
Visual and Performing Arts,Photography,PHOT,C108,PHOT C108,Digital Photo for Travelers,"Given a scene or other image, assess which photographic techniques to employ to design a successful photograph.  Analyze and assess which photographic settings and professional shooting techniques to utilize in taking night, low light, or panoramic scenes"
