Program,PSLO ID,PSLO,Course
"Educational Studies: STEM: Science Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of educ",BIOL C100C
"Educational Studies: STEM: Science Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of educ",GEOL C106
"Educational Studies: STEM: Science Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of educ",EDUC C180
"Educational Studies: STEM: Science Concentration, Certificate of Achievement",PSLO 1,"Work effectively with students, teachers, parents, colleagues, and administrators in a school and classroom setting PSLO 2: Apply knowledge, skills, and experience to make an informed choice to be employed or to continue study in the field of educ",EDUC C104
"Customer Service Technology Level 2, Certificate of Completion",PSLO 1,"Using the touch-type method of keyboarding, with appropriate techniques, type at least 48 words per minute proficiently. PSLO 2: Given a business scenario and using current technology, develop a customer service strategy that enhances the customer",BC C013N
"Customer Service Technology Level 2, Certificate of Completion",PSLO 1,"Using the touch-type method of keyboarding, with appropriate techniques, type at least 48 words per minute proficiently. PSLO 2: Given a business scenario and using current technology, develop a customer service strategy that enhances the customer",BC C014N
"Customer Service Technology Level 2, Certificate of Completion",PSLO 1,"Using the touch-type method of keyboarding, with appropriate techniques, type at least 48 words per minute proficiently. PSLO 2: Given a business scenario and using current technology, develop a customer service strategy that enhances the customer",BC C012N
"Language Preparation for U.S. Citizenship, Certificate of Competency",PSLO 1,"Demonstrate knowledge of U.S. geography, government, and history. PSLO 2: Provide grammatically correct and appropriate responses to USCIS Naturalization Interview Test questions. PSLO 3: Respond correctly and appropriately to spoken commands in E",ESL C028N
"Language Preparation for U.S. Citizenship, Certificate of Competency",PSLO 1,"Demonstrate knowledge of U.S. geography, government, and history. PSLO 2: Provide grammatically correct and appropriate responses to USCIS Naturalization Interview Test questions. PSLO 3: Respond correctly and appropriately to spoken commands in E",ESL C038N
"ESL Preparation for College-Level English, Certificate of Competency",PSLO 1,"Apply academic reading, writing, and speaking skills for successful completion of assignments in ENGL C100.",
"Health and Wellness for Esports, Certificate of Completion",PSLO 1,Explain how concepts of health and wellness impact short-term and long-term gaming sessions. PSLO 2: Develop wellness program for optimal performance and injury risk mitigation in esports.,HLTH C031N
"Health and Wellness for Esports, Certificate of Completion",PSLO 1,Explain how concepts of health and wellness impact short-term and long-term gaming sessions. PSLO 2: Develop wellness program for optimal performance and injury risk mitigation in esports.,FN C032N
"Health and Wellness for Esports, Certificate of Completion",PSLO 1,Explain how concepts of health and wellness impact short-term and long-term gaming sessions. PSLO 2: Develop wellness program for optimal performance and injury risk mitigation in esports.,KIN C033N
"Health and Wellness for Esports, Certificate of Completion",PSLO 1,Explain how concepts of health and wellness impact short-term and long-term gaming sessions. PSLO 2: Develop wellness program for optimal performance and injury risk mitigation in esports.,KIN C034N
"Mathematics for Workforce Developmental Skills, Certificate of Competency",PSLO 1,Perform basic mathematical operations and apply them to consumer applications. PSLO 2: Solve percent application problems.,
"English as a Second Language Beginning-Level Skills, Certificate of Completion",PSLO 1,Communicate basic personal information in spoken English following conventions of grammar and pronunciation. PSLO 2: Ask basic questions in English following conventions of pronunciation and grammar. PSLO 3: Complete a basic paper and pencil or on,ESL C020N
"English as a Second Language Beginning-Level Skills, Certificate of Completion",PSLO 1,Communicate basic personal information in spoken English following conventions of grammar and pronunciation. PSLO 2: Ask basic questions in English following conventions of pronunciation and grammar. PSLO 3: Complete a basic paper and pencil or on,ESL C022N
"English as a Second Language Beginning-Level Skills, Certificate of Completion",PSLO 1,Communicate basic personal information in spoken English following conventions of grammar and pronunciation. PSLO 2: Ask basic questions in English following conventions of pronunciation and grammar. PSLO 3: Complete a basic paper and pencil or on,ESL C023N
